Model,No_Of_VMs,Prompt,Token_Length,Response_Time_ms,Throughput_tok_s,VM1_metrics
bigscience/bloomz-560m,1,Identify agriculture methods trends contemporary the?,8,1527.99,6.545,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.8,""count"":19,""max"":100.0,""min"":98.7},""flow_recv_mb"":{""avg"":0.004,""count"":19,""max"":0.037779808044433594,""min"":0.0},""flow_sent_mb"":{""avg"":0.004,""count"":19,""max"":0.040909767150878906,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.562,""count"":19,""max"":5.214773692576889,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":19,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4306.053,""count"":19,""max"":4307,""min"":4306},""petals_cpu_percent"":{""avg"":37.632,""count"":19,""max"":89.3,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":19,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":19,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":19,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Discuss guidelines practical health anthropology major outcomes with solutions benefits metrics?,14,2051.71,7.798,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":94.282,""count"":22,""max"":98.8,""min"":0.0},""flow_recv_mb"":{""avg"":0.003,""count"":22,""max"":0.04085063934326172,""min"":0.0},""flow_sent_mb"":{""avg"":0.006,""count"":22,""max"":0.05219745635986328,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.698,""count"":22,""max"":4.843448662061503,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":22,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4306.0,""count"":22,""max"":4306,""min"":4306},""petals_cpu_percent"":{""avg"":43.123,""count"":22,""max"":95.9,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":22,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":22,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":22,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Show techniques biology by causes medicine?,7,1492.28,6.031,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":93.553,""count"":19,""max"":98.8,""min"":0.0},""flow_recv_mb"":{""avg"":0.004,""count"":19,""max"":0.04704093933105469,""min"":0.0},""flow_sent_mb"":{""avg"":0.004,""count"":19,""max"":0.05022239685058594,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.383,""count"":19,""max"":3.19791780982658,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":19,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4306.0,""count"":19,""max"":4306,""min"":4306},""petals_cpu_percent"":{""avg"":34.095,""count"":19,""max"":106.6,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":19,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":19,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":19,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Show through by patterns beyond strategies?,7,1022.31,7.825,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":97.376,""count"":17,""max"":98.8,""min"":75.0},""flow_recv_mb"":{""avg"":0.004,""count"":17,""max"":0.04878807067871094,""min"":0.0},""flow_sent_mb"":{""avg"":0.006,""count"":17,""max"":0.05231666564941406,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.543,""count"":17,""max"":5.023812914636437,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":17,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4306.0,""count"":17,""max"":4306,""min"":4306},""petals_cpu_percent"":{""avg"":38.482,""count"":17,""max"":87.7,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":17,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":17,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":17,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Contrast algebra sociology major concepts with factors linguistics explanation?,13,2000.48,7.498,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.758,""count"":19,""max"":98.8,""min"":98.7},""flow_recv_mb"":{""avg"":0.004,""count"":19,""max"":0.040950775146484375,""min"":0.0},""flow_sent_mb"":{""avg"":0.006,""count"":19,""max"":0.05008697509765625,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.979,""count"":19,""max"":8.44388391520944,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":19,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4306.421,""count"":19,""max"":4307,""min"":4306},""petals_cpu_percent"":{""avg"":45.495,""count"":19,""max"":88.4,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":19,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":19,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":19,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Name to the techniques health strategies linguistics computing?,10,3356.96,4.766,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":96.509,""count"":44,""max"":98.8,""min"":0.0},""flow_recv_mb"":{""avg"":0.002,""count"":44,""max"":0.030298233032226562,""min"":0.0},""flow_sent_mb"":{""avg"":0.002,""count"":44,""max"":0.03432273864746094,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.368,""count"":44,""max"":4.108032952474552,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":44,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4307.0,""count"":44,""max"":4307,""min"":4307},""petals_cpu_percent"":{""avg"":42.766,""count"":44,""max"":103.6,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":44,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":44,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":44,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Describe steps uses typical ai robotics modern advanced risks methods major?,14,1633.49,9.183,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.861,""count"":23,""max"":100.0,""min"":98.7},""flow_recv_mb"":{""avg"":7.091,""count"":23,""max"":162.9793462753296,""min"":0.0},""flow_sent_mb"":{""avg"":7.092,""count"":23,""max"":162.9793462753296,""min"":0.0},""flow_throughput_mbps"":{""avg"":33179.572,""count"":23,""max"":763101.4654528967,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":23,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4306.957,""count"":23,""max"":4307,""min"":4306},""petals_cpu_percent"":{""avg"":44.552,""count"":23,""max"":77.4,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":23,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":23,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":23,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Show calculus management in solutions beginner?,7,1488.91,6.045,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.7,""count"":15,""max"":98.7,""min"":98.7},""flow_recv_mb"":{""avg"":0.002,""count"":15,""max"":0.023596763610839844,""min"":0.0},""flow_sent_mb"":{""avg"":0.006,""count"":15,""max"":0.056087493896484375,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.294,""count"":15,""max"":2.198945896167909,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":15,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4307.067,""count"":15,""max"":4308,""min"":4307},""petals_cpu_percent"":{""avg"":40.593,""count"":15,""max"":90.4,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":15,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":15,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":15,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Describe uses biology beginner agriculture geology?,9,1586.12,6.935,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.764,""count"":22,""max"":100.0,""min"":98.7},""flow_recv_mb"":{""avg"":0.004,""count"":22,""max"":0.03585338592529297,""min"":0.0},""flow_sent_mb"":{""avg"":0.005,""count"":22,""max"":0.03774738311767578,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.842,""count"":22,""max"":7.875863299353203,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":22,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4307.0,""count"":22,""max"":4307,""min"":4307},""petals_cpu_percent"":{""avg"":36.805,""count"":22,""max"":92.0,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":22,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":22,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":22,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Identify ai to hardware ancient essential?,8,2348.0,5.111,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":94.652,""count"":29,""max"":98.7,""min"":0.0},""flow_recv_mb"":{""avg"":0.004,""count"":29,""max"":0.04855918884277344,""min"":0.0},""flow_sent_mb"":{""avg"":0.006,""count"":29,""max"":0.09851360321044922,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.925,""count"":29,""max"":10.268032463073228,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":29,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4307.517,""count"":29,""max"":4308,""min"":4307},""petals_cpu_percent"":{""avg"":40.421,""count"":29,""max"":111.3,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":29,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":29,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":29,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Give applications processes during solutions challenges beyond modern?,9,1601.91,6.867,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.7,""count"":22,""max"":98.7,""min"":98.7},""flow_recv_mb"":{""avg"":0.001,""count"":22,""max"":0.013829231262207031,""min"":0.0},""flow_sent_mb"":{""avg"":0.001,""count"":22,""max"":0.013829231262207031,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.133,""count"":22,""max"":1.5666989246680318,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":22,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4308.0,""count"":22,""max"":4308,""min"":4308},""petals_cpu_percent"":{""avg"":38.623,""count"":22,""max"":117.6,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":22,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":22,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":22,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Discuss origin rural causes steps from?,8,2431.84,4.935,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.743,""count"":30,""max"":100.0,""min"":98.7},""flow_recv_mb"":{""avg"":5.451,""count"":30,""max"":163.4351987838745,""min"":0.0},""flow_sent_mb"":{""avg"":5.451,""count"":30,""max"":163.4351987838745,""min"":0.0},""flow_throughput_mbps"":{""avg"":79256.415,""count"":30,""max"":2377657.575531968,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":30,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4307.967,""count"":30,""max"":4308,""min"":4307},""petals_cpu_percent"":{""avg"":40.26,""count"":30,""max"":88.1,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":30,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":30,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":30,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Provide with chemistry economics during beginner?,8,1612.2,6.203,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.772,""count"":18,""max"":100.0,""min"":98.7},""flow_recv_mb"":{""avg"":0.003,""count"":18,""max"":0.03023529052734375,""min"":0.0},""flow_sent_mb"":{""avg"":0.004,""count"":18,""max"":0.03173637390136719,""min"":0.0},""flow_throughput_mbps"":{""avg"":1.137,""count"":18,""max"":14.523156493982082,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":18,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4308.0,""count"":18,""max"":4308,""min"":4308},""petals_cpu_percent"":{""avg"":48.661,""count"":18,""max"":141.0,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":18,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":18,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":18,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Explain theoretical clearly applications data music?,8,1542.34,6.484,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.7,""count"":20,""max"":98.7,""min"":98.7},""flow_recv_mb"":{""avg"":0.004,""count"":20,""max"":0.0415496826171875,""min"":0.0},""flow_sent_mb"":{""avg"":0.007,""count"":20,""max"":0.06972789764404297,""min"":0.0},""flow_throughput_mbps"":{""avg"":2.027,""count"":20,""max"":22.24054323019434,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":20,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4308.0,""count"":20,""max"":4308,""min"":4308},""petals_cpu_percent"":{""avg"":45.91,""count"":20,""max"":122.6,""min"":0.0},""petals_mem_mb"":{""avg"":10528.35,""count"":20,""max"":10529,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":20,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":20,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,List business marketing data computing weather?,7,1107.89,7.221,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.7,""count"":12,""max"":98.7,""min"":98.7},""flow_recv_mb"":{""avg"":0.002,""count"":12,""max"":0.019690513610839844,""min"":0.0},""flow_sent_mb"":{""avg"":0.002,""count"":12,""max"":0.019690513610839844,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.225,""count"":12,""max"":2.4009397147283167,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":12,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4308.0,""count"":12,""max"":4308,""min"":4308},""petals_cpu_percent"":{""avg"":41.792,""count"":12,""max"":93.3,""min"":0.0},""petals_mem_mb"":{""avg"":10529.0,""count"":12,""max"":10529,""min"":10529},""petals_proc_count"":{""avg"":10.0,""count"":12,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":12,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Describe nutrition education hardware through agriculture overview outcomes?,10,1819.52,6.595,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.757,""count"":23,""max"":100.0,""min"":98.7},""flow_recv_mb"":{""avg"":4.187,""count"":23,""max"":96.19218826293945,""min"":0.0},""flow_sent_mb"":{""avg"":0.005,""count"":23,""max"":0.03931999206542969,""min"":0.0},""flow_throughput_mbps"":{""avg"":5870.775,""count"":23,""max"":135000.46844364738,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":23,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4308.0,""count"":23,""max"":4308,""min"":4308},""petals_cpu_percent"":{""avg"":33.874,""count"":23,""max"":76.2,""min"":0.0},""petals_mem_mb"":{""avg"":10529.0,""count"":23,""max"":10529,""min"":10529},""petals_proc_count"":{""avg"":10.0,""count"":23,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":23,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Summarize now calculus robotics technology minor?,10,1800.03,6.667,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":96.536,""count"":22,""max"":98.8,""min"":50.0},""flow_recv_mb"":{""avg"":0.004,""count"":22,""max"":0.03374767303466797,""min"":0.0},""flow_sent_mb"":{""avg"":0.004,""count"":22,""max"":0.04133319854736328,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.368,""count"":22,""max"":3.121619144315339,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":22,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4308.0,""count"":22,""max"":4308,""min"":4308},""petals_cpu_percent"":{""avg"":43.723,""count"":22,""max"":149.9,""min"":0.0},""petals_mem_mb"":{""avg"":10529.0,""count"":22,""max"":10529,""min"":10529},""petals_proc_count"":{""avg"":10.0,""count"":22,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":22,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Outline nutrition techniques mathematics philosophy sociology architecture economics?,11,1479.75,8.109,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.735,""count"":17,""max"":98.8,""min"":98.7},""flow_recv_mb"":{""avg"":0.003,""count"":17,""max"":0.03616619110107422,""min"":0.0},""flow_sent_mb"":{""avg"":0.006,""count"":17,""max"":0.04882240295410156,""min"":0.0},""flow_throughput_mbps"":{""avg"":1.874,""count"":17,""max"":18.472314614685956,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":17,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4308.059,""count"":17,""max"":4309,""min"":4308},""petals_cpu_percent"":{""avg"":31.0,""count"":17,""max"":72.7,""min"":0.0},""petals_mem_mb"":{""avg"":10529.0,""count"":17,""max"":10529,""min"":10529},""petals_proc_count"":{""avg"":10.0,""count"":17,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":17,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Name today to simply ethical key methods environment?,9,2489.75,5.221,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.704,""count"":26,""max"":98.8,""min"":98.6},""flow_recv_mb"":{""avg"":0.004,""count"":26,""max"":0.04165172576904297,""min"":0.0},""flow_sent_mb"":{""avg"":0.004,""count"":26,""max"":0.043143272399902344,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.823,""count"":26,""max"":9.246723342088949,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":26,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4308.038,""count"":26,""max"":4309,""min"":4308},""petals_cpu_percent"":{""avg"":43.508,""count"":26,""max"":90.60000000000001,""min"":0.0},""petals_mem_mb"":{""avg"":10529.0,""count"":26,""max"":10529,""min"":10529},""petals_proc_count"":{""avg"":10.0,""count"":26,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":26,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Provide briefly processes concepts practical outcomes definition?,9,1209.67,8.267,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.694,""count"":16,""max"":98.7,""min"":98.6},""flow_recv_mb"":{""avg"":0.001,""count"":16,""max"":0.0049896240234375,""min"":0.0},""flow_sent_mb"":{""avg"":0.001,""count"":16,""max"":0.0049896240234375,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.103,""count"":16,""max"":0.5207864998589032,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":16,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4308.313,""count"":16,""max"":4309,""min"":4308},""petals_cpu_percent"":{""avg"":34.256,""count"":16,""max"":75.6,""min"":0.0},""petals_mem_mb"":{""avg"":10529.0,""count"":16,""max"":10529,""min"":10529},""petals_proc_count"":{""avg"":10.0,""count"":16,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":16,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,List common biology main geometry beginner geology by examples main beyond minor?,14,2125.48,7.528,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.718,""count"":22,""max"":100.0,""min"":98.6},""flow_recv_mb"":{""avg"":0.004,""count"":22,""max"":0.06128978729248047,""min"":0.0},""flow_sent_mb"":{""avg"":0.005,""count"":22,""max"":0.06420230865478516,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.502,""count"":22,""max"":6.487777229564803,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":22,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4308.955,""count"":22,""max"":4309,""min"":4308},""petals_cpu_percent"":{""avg"":48.623,""count"":22,""max"":150.3,""min"":0.0},""petals_mem_mb"":{""avg"":10529.0,""count"":22,""max"":10529,""min"":10529},""petals_proc_count"":{""avg"":10.0,""count"":22,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":22,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,List agriculture finance ancient advanced music theoretical history?,9,1588.34,6.925,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":93.183,""count"":18,""max"":98.7,""min"":0.0},""flow_recv_mb"":{""avg"":0.004,""count"":18,""max"":0.03285503387451172,""min"":0.0},""flow_sent_mb"":{""avg"":0.007,""count"":18,""max"":0.050136566162109375,""min"":0.0},""flow_throughput_mbps"":{""avg"":1.017,""count"":18,""max"":8.043676938702564,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":18,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4308.944,""count"":18,""max"":4309,""min"":4308},""petals_cpu_percent"":{""avg"":21.672,""count"":18,""max"":84.9,""min"":0.0},""petals_mem_mb"":{""avg"":10528.611,""count"":18,""max"":10529,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":18,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":18,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Show about effects challenges explanation tools patterns?,8,1555.88,6.427,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.685,""count"":20,""max"":100.0,""min"":98.6},""flow_recv_mb"":{""avg"":8.212,""count"":20,""max"":164.12425422668457,""min"":0.0},""flow_sent_mb"":{""avg"":12.04,""count"":20,""max"":240.67190170288086,""min"":0.0},""flow_throughput_mbps"":{""avg"":110621.877,""count"":20,""max"":2212255.1367435055,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":20,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4309.0,""count"":20,""max"":4309,""min"":4309},""petals_cpu_percent"":{""avg"":44.21,""count"":20,""max"":118.0,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":20,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":20,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":20,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Give software causes calculus quantitative classical ancient robotics?,10,1778.95,6.746,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":93.7,""count"":20,""max"":98.7,""min"":0.0},""flow_recv_mb"":{""avg"":0.004,""count"":20,""max"":0.04460906982421875,""min"":0.0},""flow_sent_mb"":{""avg"":0.004,""count"":20,""max"":0.048137664794921875,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.55,""count"":20,""max"":8.594088654841759,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":20,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4309.0,""count"":20,""max"":4309,""min"":4309},""petals_cpu_percent"":{""avg"":39.935,""count"":20,""max"":115.5,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":20,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":20,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":20,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Identify uses effects agriculture statistics sociology?,9,1584.49,6.942,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.677,""count"":22,""max"":98.7,""min"":98.6},""flow_recv_mb"":{""avg"":11.842,""count"":22,""max"":260.4864673614502,""min"":0.0},""flow_sent_mb"":{""avg"":7.469,""count"":22,""max"":164.2762508392334,""min"":0.0},""flow_throughput_mbps"":{""avg"":23397.61,""count"":22,""max"":514741.6658619737,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":22,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4309.091,""count"":22,""max"":4310,""min"":4309},""petals_cpu_percent"":{""avg"":39.527,""count"":22,""max"":81.2,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":22,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":22,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":22,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Describe examples guidelines history risks technology psychology major?,10,1779.12,6.745,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.7,""count"":24,""max"":98.7,""min"":98.7},""flow_recv_mb"":{""avg"":0.001,""count"":24,""max"":0.0049896240234375,""min"":0.0},""flow_sent_mb"":{""avg"":0.001,""count"":24,""max"":0.0049896240234375,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.259,""count"":24,""max"":1.837175204838946,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":24,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4309.083,""count"":24,""max"":4310,""min"":4309},""petals_cpu_percent"":{""avg"":33.554,""count"":24,""max"":76.3,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":24,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":24,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":24,""max"":179,""min"":179}}}"
bigscience/bloomz-560m,1,Explain the methods transport guidelines today weather agriculture?,10,1320.75,8.329,"{""hostname"":""S2-VM1"",""metrics"":{""cpu_percent"":{""avg"":98.7,""count"":14,""max"":98.7,""min"":98.7},""flow_recv_mb"":{""avg"":0.006,""count"":14,""max"":0.061118125915527344,""min"":0.0},""flow_sent_mb"":{""avg"":0.007,""count"":14,""max"":0.06427860260009766,""min"":0.0},""flow_throughput_mbps"":{""avg"":0.844,""count"":14,""max"":10.121111749183912,""min"":0.0},""memory_percent"":{""avg"":54.6,""count"":14,""max"":54.6,""min"":54.6},""memory_used_mb"":{""avg"":4309.0,""count"":14,""max"":4309,""min"":4309},""petals_cpu_percent"":{""avg"":27.471,""count"":14,""max"":82.2,""min"":0.0},""petals_mem_mb"":{""avg"":10528.0,""count"":14,""max"":10528,""min"":10528},""petals_proc_count"":{""avg"":10.0,""count"":14,""max"":10,""min"":10},""petals_threads"":{""avg"":179.0,""count"":14,""max"":179,""min"":179}}}"
